French,English
Opportunité d'amélioration,Opportunity for improvement
Permissions à désactiver :,Permissions to disable:
Pourcentage de réalisation,Percentage of achievement
Progression de la campagne,Campaign progress
Recommandations Détaillées,Detailed Recommendations
Recommandations immédiates,Immediate recommendations
Reconnaissance de patterns,Pattern recognition
Retour à la page d'accueil,Return to home page
Risque associé (optionnel),Associated risk (optional)
Risques Associés à l'Audit,Risks Associated with Audit
Risques modérés uniquement,Moderate risks only
Réinitialiser mot de passe,Reset password
Sauvegarde et restauration,Backup and Restore
Soumettre le questionnaire,Submit the questionnaire
Statut des Recommandations,Status of Recommendations
Structure du questionnaire,Structure of the questionnaire
Supprimer des utilisateurs,Delete users
Susceptible de se produire,Likely to occur
Synthèse de la Comparaison,Summary of the Comparison
Sélectionner une checklist,Select a checklist
Sélectionner une direction,Select a direction
Sélectionnez une catégorie,Select a category
Tableau de bord & Rapports,Dashboard & Reports
Templates de Constatations,Findings Templates
Tous les risques du client,All customer risk
Upload Multiple de Preuves,Multiple Upload of Evidence
Uploader plusieurs preuves,Upload multiple evidence
Utilisateurs ayant archivé,Users who have archived
Voir tous les utilisateurs,View all users
Vue d'ensemble centralisée,Centralized overview
Vue globale (tous clients),Global view (all customers)
À propos des notifications,About notifications
• Justification des écarts,• Justification of deviations
• Probabilité d'occurrence,• Probability of occurrence
-- Sélectionner un champ --,-- Select a field --
: Décisions administratives,: Administrative decisions
Accès universel aux données,Universal access to data
Ajouter une nouvelle action,Add a new action
Algorithmes auto-apprenants,Self-learning algorithms
Aucune activité enregistrée,No activity recorded
Aucune analyse IA effectuée,No AI analysis performed
Aucune veille réglementaire,No regulatory monitoring
Automatisation Intelligente,Intelligent Automation
Automatisation intelligente,Intelligent automation
Bibliothèque vidéo complète,Comprehensive video library
Choisir une constatation...,Choose a finding...
Commentaire pré-évaluation:,Pre-assessment comment:
Commentaires / Observations,Comments / Observations
Confidentialité des données,Data Privacy
Confirmation de suppression,Deletion confirmation
Contrôle interne automatisé,Automated internal control
Créer un Nouveau Logigramme,Create a New Flowchart
Créer un nouvel utilisateur,Create a new user
Description de la catégorie,Category Description
Description de la preuve...,Description of the evidence...
Documentation des processus,Process documentation
Décrivez la constatation...,Describe the finding...
Effets de la modification :,Effects of the change:
En vigueur et non archivées,Current and not archived
Enregistrer les permissions,Save permissions
Enregistrer les préférences,Save preferences
Exporter toutes les données,Export all data
Gestion des immobilisations,Fixed asset management
Gestion des risques qualité,Quality risk management
Guide d'Évaluation Triphase,Triphase Assessment Guide
Indicateurs de Surveillance,Monitoring Indicators
Interprétation des seuils :,Interpretation of thresholds:
Les KRI et mesures associés,KRIs and associated measures
Leurs évaluations associées,Their associated ratings
Liste des risques à évaluer,List of risks to assess
Métadonnées supplémentaires,Additional metadata
Ne peuvent pas se connecter,Can't connect
Nom du processus impacté...,Name of the impacted process...
Oubli des risques émergents,Forgetting emerging risks
Paramétrage des Évaluations,Setting up Assessments
Permission non synchronisée,Unsynchronized permission
Preuve pour la constatation,Evidence for the finding
Rechercher un indicateur...,Search for an indicator...
Rechercher un logigramme...,Search for a flowchart...
Recommandations spécifiques,Specific recommendations
Résumé de la Recommandation,Summary of the Recommendation
Réutiliser cette évaluation,Reuse this review
Score Global de Performance,Overall Performance Score
Service Ressources Humaines,Human Resources Department
Suggestions d\'activation :,Activation suggestions:
Superviser l'infrastructure,Oversee the infrastructure
Sur-estimation systématique,Systematic overestimation
Sécurité de niveau bancaire,Bank-grade security
Sélectionnez un responsable,Select a manager
Sélectionnez un référent...,Select a referent...
Sélectionnez une formule...,Select a plan...
Tableau de bord Super Admin,Super Admin Dashboard
Tableau de bord intelligent,Smart Dashboard
Tableaux de bord temps réel,Real-time dashboards
Télécharger pour visualiser,Download to view
Visualisations interactives,Interactive visualizations
constatations de conformité,compliance findings
non-conformités identifiées,non-conformities identified
pour Entreprises Exigeantes,for Demanding Businesses
Évaluer dans cette campagne,Rate in this campaign
• Cohérence des évaluations,• Consistency of evaluations
: Adaptations significatives,: Significant adaptations
: Changements majeurs requis,: Major changes required
Accéder à toutes les données,Access all data
Actions - 30 prochains jours,Actions - next 30 days
Actions conformité en retard,Late compliance actions
Assistance technique premium,Premium technical support
Aucun membre d'équipe défini,No team members defined
Aucun template de permission,No permission template
Aucun utilisateur disponible,No users available
Aucune évaluation disponible,No reviews available
Changer la formule du client,Change customer plan
Chargement de la synthèse...,Loading the summary...
Checklist Audit Informatique,IT Audit Checklist
Choisissez le type de lien :,Choose the link type:
Commentaires complémentaires,Additional comments
Configurer vos notifications,Configure your notifications
Consulter leurs informations,View their information
Conséquences potentielles...,Potential consequences...
Contrôle des non-conformités,Control of non-conformities
Corriger toutes incohérences,Correct any inconsistencies
Créer le premier utilisateur,Create the first user
Créer un nouveau Super Admin,Create a new Super Admin
Erreurs dans le formulaire :,Errors in the form:
Ex: Satisfaction client 2024,Ex: Customer satisfaction 2024
Fiches de risques détaillées,Detailed risk sheets
Fichiers joints aux rapports,Files attached to reports
Formule ou méthode de calcul,Formula or method of calculation
Générer des rapports globaux,Generate global reports
Gérer les formules et tarifs,Manage plans and prices
Gérer les listes déroulantes,Manage drop-down lists
Gérer vos propres ressources,Manage your own resources
Informations complémentaires,Additional information
Informations de la Direction,Information from Management
Matrice des risques visuelle,Visual risk matrix
Modification de constatation,Modification of finding
Nettoyer toutes les archives,Clean all archives
Nom du processus concerné...,Name of the process concerned...
Plan d'actions de conformité,Compliance action plan
Politique de confidentialité,Privacy Policy
Progression du questionnaire,Questionnaire progress
Préférences de Notifications,Notifications Preferences
Préférences de notifications,Notifications preferences
Rapports d'audit automatisés,Automated audit reports
Rechercher un KRI archivé...,Search for an archived KRI...
Remarques et observations...,Notes and observations...
Risques Associés à cet Audit,Risks Associated with this Audit
Risques associés (optionnel),Associated risks (optional)
Répartition par Type d'Audit,Breakdown by Audit Type
Résultat Final de Validation,Final Validation Result
Santé et sécurité au travail,Occupational health and safety
Sauvegarder la configuration,Save configuration
Sélectionnez le type d'audit,Select audit type
Texte de la recommandation *,Text of recommendation *
Toutes les données du client,All customer data
Utilisateurs (Lecture seule),Users (Read only)
Utilisation de votre formule,Using your formula
Voir les directions/services,See directions/services
Voir/modifier le commentaire,View/edit comment
Zone de gestion des archives,Archives management area
Zones de risques identifiées,Identified risk areas
en Intelligence d'Entreprise,in Business Intelligence
plans d'action mis en œuvre.,action plans implemented.
